key,source,artifact_type,status,generated_at,profile,model,quantization,prompt_suite_sha256,command_sha256,launch_plan_sha256,environment_sha256,commit,command_airgap_status,telemetry_status,median_tok_per_s,wall_tok_per_s_median,us_per_token_median,wall_us_per_token_median,ttft_us_p95,host_child_tok_per_cpu_s_median,host_child_peak_rss_bytes_max,max_memory_bytes
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/bench_matrix_20260428T133552Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,qemu_prompt,pass,2026-04-28T13:35:54Z,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,,199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,f884c29d4b92,pass,pass,160.0,564.3213796648349,6250.0,1817.4322916666665,12400.0,,,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/bench_matrix_20260428T143936Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T143940Z.json,qemu_prompt,pass,2026-04-28T14:39:40Z,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,,199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,9bcc18706a99,pass,pass,160.0,352.5871466507349,6250.0,3719.3645833333335,12400.0,807.1820133088108,14090240,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/bench_matrix_20260428T143936Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,qemu_prompt,pass,2026-04-28T14:39:40Z,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,,199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,9bcc18706a99,pass,pass,160.0,352.5871466507349,6250.0,3719.3645833333335,12400.0,807.1820133088108,14090240,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/bench_matrix_20260428T144908Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T144909Z.json,qemu_prompt,pass,2026-04-28T14:49:09Z,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,,199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,fd1f1247258a,pass,pass,160.0,811.4582432529353,6250.0,1258.78125,12400.0,949.661299547124,442368,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/bench_matrix_20260428T144908Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,qemu_prompt,pass,2026-04-28T14:49:09Z,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,,199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,fd1f1247258a,pass,pass,160.0,811.4582432529353,6250.0,1258.78125,12400.0,949.661299547124,442368,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/bench_matrix_20260428T150609Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T150613Z.json,qemu_prompt,pass,2026-04-28T15:06:13Z,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,,199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,ff0cb4429e89,pass,pass,160.0,784.4054667095666,6250.0,1325.4114583333335,12400.0,923.3008168222266,14663680,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/bench_matrix_20260428T150609Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,qemu_prompt,pass,2026-04-28T15:06:13Z,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,,199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,ff0cb4429e89,pass,pass,160.0,784.4054667095666,6250.0,1325.4114583333335,12400.0,923.3008168222266,14663680,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/bench_matrix_20260428T152031Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T152032Z.json,qemu_prompt,pass,2026-04-28T15:20:32Z,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,,199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,ff0cb4429e89,pass,pass,160.0,484.7997500046798,6250.0,2122.2708333333335,12400.0,726.6583468049969,557056,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/bench_matrix_20260428T152031Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,qemu_prompt,pass,2026-04-28T15:20:32Z,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,,199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,ff0cb4429e89,pass,pass,160.0,484.7997500046798,6250.0,2122.2708333333335,12400.0,726.6583468049969,557056,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/bench_matrix_20260428T172755Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T172756Z.json,qemu_prompt,pass,2026-04-28T17:27:56Z,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,1fe7be915be8056f3459da4bb9d1300701c8c673df80addccc4b4a822b33b661,,199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,750b69927e30,pass,pass,160.0,704.5695583266175,6250.0,1464.0833333333335,12400.0,919.3015179923077,13336576,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/bench_matrix_20260428T172755Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,qemu_prompt,pass,2026-04-28T17:27:56Z,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,1fe7be915be8056f3459da4bb9d1300701c8c673df80addccc4b4a822b33b661,,199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,750b69927e30,pass,pass,160.0,704.5695583266175,6250.0,1464.0833333333335,12400.0,919.3015179923077,13336576,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/bench_matrix_20260428T200733Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T200733Z.json,qemu_prompt,pass,2026-04-28T20:07:33Z,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,,199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,5025377e127c,pass,pass,160.0,696.2940484179277,6250.0,1526.7916666666665,12400.0,815.9517031839418,540672,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/bench_matrix_20260428T200733Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,qemu_prompt,pass,2026-04-28T20:07:33Z,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,,199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,5025377e127c,pass,pass,160.0,696.2940484179277,6250.0,1526.7916666666665,12400.0,815.9517031839418,540672,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/bench_matrix_20260428T225257Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T225257Z.json,qemu_prompt,pass,2026-04-28T22:52:57Z,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,,199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,825b6d95f7f1,pass,pass,160.0,896.6050881233355,6250.0,1146.96875,12400.0,1021.7463286871321,458752,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/bench_matrix_20260428T225257Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,qemu_prompt,pass,2026-04-28T22:52:57Z,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,,199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,825b6d95f7f1,pass,pass,160.0,896.6050881233355,6250.0,1146.96875,12400.0,1021.7463286871321,458752,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/bench_matrix_20260429T094455Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260429T094456Z.json,qemu_prompt,pass,2026-04-29T09:44:56Z,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,0e6e0a7f4f79bd3404fa242861cd90d1b5e7ec08fce24797dc36bddcb8535a86,199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,b397ba037624,pass,pass,160.0,741.7273624599818,6250.0,1361.703125,12400.0,855.8183912625502,458752,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/bench_matrix_20260429T094455Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,qemu_prompt,pass,2026-04-29T09:44:56Z,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,0e6e0a7f4f79bd3404fa242861cd90d1b5e7ec08fce24797dc36bddcb8535a86,199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,b397ba037624,pass,pass,160.0,741.7273624599818,6250.0,1361.703125,12400.0,855.8183912625502,458752,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/bench_matrix_latest.json,bench_matrix_cell,pass,2026-04-29T09:44:56Z,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,0e6e0a7f4f79bd3404fa242861cd90d1b5e7ec08fce24797dc36bddcb8535a86,,b397ba037624,pass,pass,160.0,741.7273624599818,6250.0,1361.703125,12400.0,855.8183912625502,458752,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/no-suite,bench/results/bench_matrix_20260427T182910Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260427T182911Z.json,qemu_prompt,pass,2026-04-27T18:29:11Z,ci-airgap-smoke,synthetic-smoke,Q8_0,,,,,21ad93152049,pass,pass,160.0,,,,,,,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/no-suite,bench/results/bench_matrix_20260427T182910Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,qemu_prompt,pass,2026-04-27T18:29:11Z,ci-airgap-smoke,synthetic-smoke,Q8_0,,,,,21ad93152049,pass,pass,160.0,,,,,,,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/no-suite,bench/results/bench_matrix_20260427T183959Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260427T184001Z.json,qemu_prompt,pass,2026-04-27T18:40:01Z,ci-airgap-smoke,synthetic-smoke,Q8_0,,,,,5bf1fd7158fd,pass,pass,160.0,,,,,,,67207168
ci-airgap-smoke/synthetic-smoke/Q8_0/no-suite,bench/results/bench_matrix_20260427T183959Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,qemu_prompt,pass,2026-04-27T18:40:01Z,ci-airgap-smoke,synthetic-smoke,Q8_0,,,,,5bf1fd7158fd,pass,pass,160.0,,,,,,,67207168
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/qemu_prompt_bench_20260427T220828Z.json,qemu_prompt,pass,2026-04-27T22:08:28Z,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,,,,b5c013b1b596,pass,pass,160.0,,,,,,,67207168
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/qemu_prompt_bench_20260427T221951Z.json,qemu_prompt,pass,2026-04-27T22:19:51Z,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,,,,ea55b6ea98dd,pass,pass,160.0,,,,,,,67207168
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/qemu_prompt_bench_20260427T231904Z.json,qemu_prompt,pass,2026-04-27T23:19:04Z,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,,,,36f90ed16742,pass,pass,160.0,,,,,,,67207168
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/qemu_prompt_bench_20260427T233253Z.json,qemu_prompt,pass,2026-04-27T23:32:53Z,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,,,21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d,b1e55ed7d43f,pass,pass,160.0,,,,,,,67207168
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/qemu_prompt_bench_20260427T234033Z.json,qemu_prompt,pass,2026-04-27T23:40:33Z,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,,,21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d,4981d42b1a52,pass,pass,160.0,,,,,,,67207168
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/qemu_prompt_bench_20260428T000110Z.json,qemu_prompt,pass,2026-04-28T00:01:10Z,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,,,21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d,1588059f2388,pass,pass,160.0,,,,12400.0,,,67207168
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/qemu_prompt_bench_20260428T000650Z.json,qemu_prompt,pass,2026-04-28T00:06:50Z,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,,,21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d,ec4b6dde4fd6,pass,pass,160.0,580.4843291632079,,,12400.0,,,67207168
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/qemu_prompt_bench_20260428T024600Z.json,qemu_prompt,pass,2026-04-28T02:46:00Z,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,,,21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d,ba875d39995e,pass,pass,160.0,446.05569964074664,,,12400.0,,,67207168
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/qemu_prompt_bench_20260428T044520Z.json,qemu_prompt,pass,2026-04-28T04:45:20Z,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,,,21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d,9305c9617dbe,pass,pass,160.0,959.3365023203652,,,12400.0,,,67207168
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/qemu_prompt_bench_20260428T045336Z.json,qemu_prompt,pass,2026-04-28T04:53:36Z,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,,,21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d,cd2ef624364d,pass,pass,160.0,661.6586741738522,6250.0,1576.1302083333335,12400.0,,,67207168
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/qemu_prompt_bench_20260428T051723Z.json,qemu_prompt,pass,2026-04-28T05:17:23Z,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,,,21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d,e4b0c6c494ee,pass,pass,160.0,476.88584927572657,6250.0,2337.6145833333335,12400.0,,,67207168
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/qemu_prompt_bench_20260428T061952Z.json,qemu_prompt,pass,2026-04-28T06:19:52Z,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,e415146c052b9f0baa23706ffde97548f2374f6601337823b4d810c39bed48e7,,21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d,d1ee8f0158c3,pass,pass,160.0,571.4815540166518,6250.0,1750.328125,12400.0,,,67207168
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/qemu_prompt_bench_20260428T124220Z.json,qemu_prompt,pass,2026-04-28T12:42:20Z,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,e415146c052b9f0baa23706ffde97548f2374f6601337823b4d810c39bed48e7,,21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d,b943c38d923f,pass,pass,160.0,607.2414324289496,6250.0,1695.453125,12400.0,,,67207168
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/qemu_prompt_bench_20260428T125149Z.json,qemu_prompt,pass,2026-04-28T12:51:49Z,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,e415146c052b9f0baa23706ffde97548f2374f6601337823b4d810c39bed48e7,,21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d,fc1728848aad,pass,pass,160.0,515.3056217805917,6250.0,1966.359375,12400.0,,,67207168
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/qemu_prompt_bench_20260428T134519Z.json,qemu_prompt,pass,2026-04-28T13:45:19Z,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,e415146c052b9f0baa23706ffde97548f2374f6601337823b4d810c39bed48e7,,21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d,d580dff2e3e3,pass,pass,160.0,637.2849749441228,6250.0,1569.4114583333335,12400.0,,,67207168
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/qemu_prompt_bench_20260428T142810Z.json,qemu_prompt,pass,2026-04-28T14:28:10Z,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,e415146c052b9f0baa23706ffde97548f2374f6601337823b4d810c39bed48e7,,21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d,757d8ba7addc,pass,pass,160.0,198.8883435877808,6250.0,5044.828125,12400.0,715.8005481410606,,67207168
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/qemu_prompt_bench_20260428T143901Z.json,qemu_prompt,pass,2026-04-28T14:39:01Z,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,e415146c052b9f0baa23706ffde97548f2374f6601337823b4d810c39bed48e7,,21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d,9bcc18706a99,pass,pass,160.0,680.4301818966356,6250.0,1506.9114583333335,12400.0,829.9444491447433,13303808,67207168
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/qemu_prompt_bench_20260428T225239Z.json,qemu_prompt,pass,2026-04-28T22:52:39Z,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,e415146c052b9f0baa23706ffde97548f2374f6601337823b4d810c39bed48e7,,21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d,825b6d95f7f1,pass,pass,160.0,487.6212270081674,6250.0,2382.1614583333335,12400.0,848.5404279038496,10698752,67207168
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/qemu_prompt_bench_20260428T231320Z.json,qemu_prompt,pass,2026-04-28T23:13:20Z,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,cd63fce9b104ed8c38566a736230f0f586e388a4959cc554564571547acc6e6a,,21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d,3d5824a5de05,pass,pass,160.0,626.0538723100858,6250.0,1622.625,12400.0,777.6025132149398,15187968,67207168
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,bench/results/qemu_prompt_bench_20260429T012002Z.json,qemu_prompt,pass,2026-04-29T01:20:02Z,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,e415146c052b9f0baa23706ffde97548f2374f6601337823b4d810c39bed48e7,,21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d,756c0a850ab9,pass,pass,160.0,786.125813946996,6250.0,1288.9166666666665,12400.0,923.699982266683,12369920,67207168
