key,environment_sha256s,commits,host_platforms,host_machines,qemu_versions,qemu_bins,sources
bench_artifact_manifest_history_latest/ci-airgap-smoke/synthetic-smoke/Q4_0/-,"['199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7', '21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d', 'fad0e7a1f326bc53b13c3332b33e0bd191fdc4e92444823af2592bea6a90ced8']","['04ebfd55f75c', '181a607ff1c6', '1bd6822f408f', '3669b227bc52', '5025377e127c', '6a8bc0e18988', '6b0ce9e72312', '750b69927e30', '7aae33645cab', '825b6d95f7f1', '9bcc18706a99', 'a1b8bfdc89b1', 'a3d460c2276c', 'b091c33043ad', 'c758f266b83c', 'c8e896a45950', 'd1ee8f0158c3', 'e4311d1fe5fa', 'f884c29d4b92', 'fd1f1247258a', 'ff0cb4429e89']",['macOS-26.2-arm64-arm-64bit-Mach-O'],['arm64'],[],"['./bench/fixtures/qemu_synthetic_bench.py', '/Users/danielmatthews-ferrero/Documents/worktrees/holyc-gpt55/bench/fixtures/qemu_synthetic_bench.py', 'bench/fixtures/qemu_synthetic_bench.py']",['bench/results/bench_artifact_manifest_history_latest.csv']
bench_result_index_latest/ci-airgap-smoke/synthetic-smoke/Q4_0/-,"['199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7', '21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d', 'fad0e7a1f326bc53b13c3332b33e0bd191fdc4e92444823af2592bea6a90ced8']","['04ebfd55f75c', '181a607ff1c6', '1bd6822f408f', '3669b227bc52', '5025377e127c', '6a8bc0e18988', '6b0ce9e72312', '750b69927e30', '7aae33645cab', '825b6d95f7f1', '9bcc18706a99', 'a1b8bfdc89b1', 'a3d460c2276c', 'b091c33043ad', 'c758f266b83c', 'c8e896a45950', 'd1ee8f0158c3', 'e4311d1fe5fa', 'f884c29d4b92', 'fbd5f28e06c8', 'fd1f1247258a', 'ff0cb4429e89']",['macOS-26.2-arm64-arm-64bit-Mach-O'],['arm64'],[],"['./bench/fixtures/qemu_synthetic_bench.py', '/Users/danielmatthews-ferrero/Documents/worktrees/holyc-gpt55/bench/fixtures/qemu_synthetic_bench.py', 'bench/fixtures/qemu_synthetic_bench.py']",['bench/results/bench_result_index_latest.csv']
bench_result_index_latest_comparable_latest/ci-airgap-smoke/synthetic-smoke/Q4_0/-,"['199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7', '21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d', 'fad0e7a1f326bc53b13c3332b33e0bd191fdc4e92444823af2592bea6a90ced8']",['unknown'],[],[],[],[],['bench/results/bench_result_index_latest_comparable_latest.csv']
qemu_prompt/ci-airgap-smoke/synthetic-smoke/Q4_0/smoke-code,"['86fa5635067384f9905aef75ac0b50cb6939cff414ddcb79ea5c111796903f5c', 'f60634ffeb658c163f1a517d65cb9ff1d33a86c8eaa7f94f71f0f42ec78a13b2', 'f7b9979653cc7c77cef9e3ac092043980795bb9f5515ada25185631a4554569f']","['04ebfd55f75c', '1588059f2388', '181a607ff1c6', '1bd6822f408f', '3669b227bc52', '3b7e701e8a6b', '5025377e127c', '6a8bc0e18988', '6b0ce9e72312', '750b69927e30', '7aae33645cab', '825b6d95f7f1', '9bcc18706a99', 'a0126ad2c367', 'a1b8bfdc89b1', 'a3d460c2276c', 'b091c33043ad', 'bb8266801970', 'c758f266b83c', 'c8e896a45950', 'd1ee8f0158c3', 'e4311d1fe5fa', 'f884c29d4b92', 'fbd5f28e06c8', 'fd1f1247258a', 'ff0cb4429e89']",['macOS-26.2-arm64-arm-64bit-Mach-O'],['arm64'],[],"['./bench/fixtures/qemu_synthetic_bench.py', '/Users/danielmatthews-ferrero/Documents/worktrees/holyc-gpt55/bench/fixtures/qemu_synthetic_bench.py', 'bench/fixtures/qemu_synthetic_bench.py']","['bench/results/bench_matrix_20260427T234738Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260427T234738Z.json', 'bench/results/bench_matrix_20260427T234738Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T000109Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T000110Z.json', 'bench/results/bench_matrix_20260428T000109Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T023335Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T023336Z.json', 'bench/results/bench_matrix_20260428T023335Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T035157Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T035203Z.json', 'bench/results/bench_matrix_20260428T035157Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T062013Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T062014Z.json', 'bench/results/bench_matrix_20260428T062013Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T105611Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T105613Z.json', 'bench/results/bench_matrix_20260428T105611Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T132709Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T132718Z.json', 'bench/results/bench_matrix_20260428T132709Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T133552Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T133553Z.json', 'bench/results/bench_matrix_20260428T133552Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T143936Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T143938Z.json', 'bench/results/bench_matrix_20260428T143936Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T144908Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T144909Z.json', 'bench/results/bench_matrix_20260428T144908Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T150609Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T150611Z.json', 'bench/results/bench_matrix_20260428T150609Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T152031Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T152031Z.json', 'bench/results/bench_matrix_20260428T152031Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T172755Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T172755Z.json', 'bench/results/bench_matrix_20260428T172755Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T200733Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T200733Z.json', 'bench/results/bench_matrix_20260428T200733Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T225257Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T225257Z.json', 'bench/results/bench_matrix_20260428T225257Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/qemu_prompt_bench_20260428T035203Z.json', 'bench/results/qemu_prompt_bench_20260428T053208Z.json', 'bench/results/qemu_prompt_bench_20260428T064752Z.json', 'bench/results/qemu_prompt_bench_20260428T153243Z.json', 'bench/results/qemu_prompt_bench_20260428T223835Z.json', 'bench/results/qemu_prompt_bench_20260429T015022Z.json', 'bench/results/qemu_prompt_bench_20260429T020052Z.json', 'bench/results/qemu_prompt_bench_20260429T024845Z.json', 'bench/results/qemu_prompt_bench_20260429T032337Z.json', 'bench/results/qemu_prompt_bench_20260429T041410Z.json', 'bench/results/qemu_prompt_bench_20260429T060039Z.json', 'bench/results/qemu_prompt_bench_20260429T062942Z.json', 'bench/results/qemu_prompt_bench_20260429T065359Z.json', 'bench/results/qemu_prompt_bench_latest.json']"
qemu_prompt/ci-airgap-smoke/synthetic-smoke/Q4_0/smoke-short,"['86fa5635067384f9905aef75ac0b50cb6939cff414ddcb79ea5c111796903f5c', 'f60634ffeb658c163f1a517d65cb9ff1d33a86c8eaa7f94f71f0f42ec78a13b2', 'f7b9979653cc7c77cef9e3ac092043980795bb9f5515ada25185631a4554569f']","['04ebfd55f75c', '1588059f2388', '181a607ff1c6', '1bd6822f408f', '3669b227bc52', '3b7e701e8a6b', '5025377e127c', '6a8bc0e18988', '6b0ce9e72312', '750b69927e30', '7aae33645cab', '825b6d95f7f1', '9bcc18706a99', 'a0126ad2c367', 'a1b8bfdc89b1', 'a3d460c2276c', 'b091c33043ad', 'bb8266801970', 'c758f266b83c', 'c8e896a45950', 'd1ee8f0158c3', 'e4311d1fe5fa', 'f884c29d4b92', 'fbd5f28e06c8', 'fd1f1247258a', 'ff0cb4429e89']",['macOS-26.2-arm64-arm-64bit-Mach-O'],['arm64'],[],"['./bench/fixtures/qemu_synthetic_bench.py', '/Users/danielmatthews-ferrero/Documents/worktrees/holyc-gpt55/bench/fixtures/qemu_synthetic_bench.py', 'bench/fixtures/qemu_synthetic_bench.py']","['bench/results/bench_matrix_20260427T234738Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260427T234738Z.json', 'bench/results/bench_matrix_20260427T234738Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T000109Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T000110Z.json', 'bench/results/bench_matrix_20260428T000109Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T023335Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T023336Z.json', 'bench/results/bench_matrix_20260428T023335Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T035157Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T035203Z.json', 'bench/results/bench_matrix_20260428T035157Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T062013Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T062014Z.json', 'bench/results/bench_matrix_20260428T062013Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T105611Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T105613Z.json', 'bench/results/bench_matrix_20260428T105611Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T132709Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T132718Z.json', 'bench/results/bench_matrix_20260428T132709Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T133552Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T133553Z.json', 'bench/results/bench_matrix_20260428T133552Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T143936Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T143938Z.json', 'bench/results/bench_matrix_20260428T143936Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T144908Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T144909Z.json', 'bench/results/bench_matrix_20260428T144908Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T150609Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T150611Z.json', 'bench/results/bench_matrix_20260428T150609Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T152031Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T152031Z.json', 'bench/results/bench_matrix_20260428T152031Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T172755Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T172755Z.json', 'bench/results/bench_matrix_20260428T172755Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T200733Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T200733Z.json', 'bench/results/bench_matrix_20260428T200733Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/bench_matrix_20260428T225257Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T225257Z.json', 'bench/results/bench_matrix_20260428T225257Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json', 'bench/results/qemu_prompt_bench_20260428T035203Z.json', 'bench/results/qemu_prompt_bench_20260428T053208Z.json', 'bench/results/qemu_prompt_bench_20260428T064752Z.json', 'bench/results/qemu_prompt_bench_20260428T153243Z.json', 'bench/results/qemu_prompt_bench_20260428T223835Z.json', 'bench/results/qemu_prompt_bench_20260429T015022Z.json', 'bench/results/qemu_prompt_bench_20260429T020052Z.json', 'bench/results/qemu_prompt_bench_20260429T024845Z.json', 'bench/results/qemu_prompt_bench_20260429T032337Z.json', 'bench/results/qemu_prompt_bench_20260429T041410Z.json', 'bench/results/qemu_prompt_bench_20260429T060039Z.json', 'bench/results/qemu_prompt_bench_20260429T062942Z.json', 'bench/results/qemu_prompt_bench_20260429T065359Z.json', 'bench/results/qemu_prompt_bench_latest.json']"
