latest_source,status,artifact_group,stamped_source,latest_generated_at,stamped_generated_at,latest_sha256,stamped_sha256,stamped_candidates,error
bench/fixtures/qemu_latest_alias_audit/pass/qemu_prompt_bench_latest.json,pass,qemu_prompt_bench,bench/fixtures/qemu_latest_alias_audit/pass/qemu_prompt_bench_20260501T100000Z.json,2026-05-01T10:00:00Z,2026-05-01T10:00:00Z,c3212597c21463d2f6cc79793f98ed2df2a774b63979a3e37fdf83086177883d,c3212597c21463d2f6cc79793f98ed2df2a774b63979a3e37fdf83086177883d,1,
