generated_at,profile,model,quantization,commit,prompt_suite_sha256,command_sha256,variability_rank,prompt,prompt_bytes,runs,ok_runs,failed_runs,tokens_median,wall_tok_per_s_median,wall_tok_per_s_iqr_pct,wall_tok_per_s_p05_p95_spread_pct,tok_per_s_median,tok_per_s_cv_pct,tok_per_s_iqr_pct,tok_per_s_p05_p95_spread_pct,wall_elapsed_us_median,ttft_us_p95,memory_bytes_max,serial_output_bytes_total,serial_output_lines_total
2026-04-29T20:39:14Z,ci-airgap-smoke,synthetic-smoke,Q4_0,17aecb6b56a3,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,633b78c56d2f2d5c6739b10ca9b48d66a6bb83328887ac7aceabb4ab48fd1c96,1,smoke-code,71,2,2,0,48.0,615.1539252165938,25.3965399417329,45.71377189511923,160.0,0.0,0.0,0.0,83409.0,12400.0,67207168,430,2
2026-04-29T20:39:14Z,ci-airgap-smoke,synthetic-smoke,Q4_0,17aecb6b56a3,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,633b78c56d2f2d5c6739b10ca9b48d66a6bb83328887ac7aceabb4ab48fd1c96,2,smoke-short,49,2,2,0,32.0,420.86201074444125,10.401217703536034,18.722191866364838,160.0,0.0,0.0,0.0,76866.0,11600.0,67174400,430,2
