format,reference_blocks,candidate_blocks,comparable_blocks,scale_mismatch_count,quant_mismatch_count,quant_mismatch_pct,block_mismatch_count,first_mismatch_block,finding_count
q4_0,2,2,2,0,0,0.000000,0,,0
