source,row,profile,model,quantization,prompt,commit,phase,exit_class,tokens,expected_tokens,expected_tokens_match,prompt_bytes,elapsed_us,wall_elapsed_us,timeout_seconds,wall_timeout_pct,host_overhead_us,host_overhead_pct,tok_per_s,wall_tok_per_s,prompt_bytes_per_s,wall_prompt_bytes_per_s,us_per_token,wall_us_per_token,tokens_per_prompt_byte,memory_bytes,memory_bytes_per_token,checks,findings
bench/results/qemu_prompt_bench_latest.json,1,ci-airgap-smoke,synthetic-smoke,Q4_0,smoke-short,a70776642a09,measured,ok,32,32,True,49,200000.0,702117.0,5.0,14.04234,502117.0,251.0585,160.0,45.57644950912739,245.0,69.78893831085132,6250.0,21941.15625,0.6530612244897959,67174400,2099200.0,12,0
bench/results/qemu_prompt_bench_latest.json,2,ci-airgap-smoke,synthetic-smoke,Q4_0,smoke-short,a70776642a09,measured,ok,32,32,True,49,200000.0,568701.0,5.0,11.37402,368701.0,184.3505,160.0,56.268584018667106,245.0,86.161269278584,6250.0,17771.90625,0.6530612244897959,67174400,2099200.0,12,0
bench/results/qemu_prompt_bench_latest.json,3,ci-airgap-smoke,synthetic-smoke,Q4_0,smoke-code,a70776642a09,measured,ok,48,48,True,71,300000.0,552609.0,5.0,11.05218,252609.0,84.203,160.0,86.86069173683381,236.66666666666666,128.48143986073336,6250.0,11512.6875,0.676056338028169,67207168,1400149.3333333333,12,0
bench/results/qemu_prompt_bench_latest.json,4,ci-airgap-smoke,synthetic-smoke,Q4_0,smoke-code,a70776642a09,measured,ok,48,48,True,71,300000.0,604184.0,5.0,12.08368,304184.0,101.39466666666667,160.0,79.44599658382215,236.66666666666666,117.5138699469036,6250.0,12587.166666666666,0.676056338028169,67207168,1400149.3333333333,12,0
