source,artifact_type,status,generated_at,generated_age_seconds,profile,model,quantization,prompt_suite_sha256,command_sha256,prompts,measured_runs,warmup_runs,median_tok_per_s,max_memory_bytes,telemetry_status,telemetry_findings,command_hash_status,command_hash_findings,command_airgap_status,command_findings,commit,current_commit,current_commit_match,commit_status,commit_findings,freshness_status,freshness_findings
bench/results/qemu_prompt_bench_20260428T051723Z.json,qemu_prompt,pass,2026-04-28T05:17:23Z,11177,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,,2,6,0,160.0,67207168,pass,[],unknown,"[""qemu_prompt: missing command_sha256 metadata""]",pass,[],e4b0c6c494ee,1abdb9dfaa55,False,pass,[],unchecked,[]
bench/results/qemu_prompt_bench_20260428T053208Z.json,qemu_prompt,pass,2026-04-28T05:32:08Z,10292,ci-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,,2,4,2,160.0,67207168,pass,[],unknown,"[""qemu_prompt: missing command_sha256 metadata""]",pass,[],a3d460c2276c,1abdb9dfaa55,False,pass,[],unchecked,[]
bench/results/qemu_prompt_bench_20260428T061952Z.json,qemu_prompt,pass,2026-04-28T06:19:52Z,7428,synthetic-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,e415146c052b9f0baa23706ffde97548f2374f6601337823b4d810c39bed48e7,2,6,0,160.0,67207168,pass,[],pass,[],pass,[],d1ee8f0158c3,1abdb9dfaa55,False,pass,[],unchecked,[]
bench/results/bench_matrix_20260428T062013Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T062014Z.json,qemu_prompt,pass,2026-04-28T06:20:14Z,7406,ci-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,2,4,2,160.0,67207168,pass,[],pass,[],pass,[],d1ee8f0158c3,1abdb9dfaa55,False,pass,[],unchecked,[]
bench/results/bench_matrix_20260428T062013Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,qemu_prompt,pass,2026-04-28T06:20:14Z,7406,ci-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,2,4,2,160.0,67207168,pass,[],pass,[],pass,[],d1ee8f0158c3,1abdb9dfaa55,False,pass,[],unchecked,[]
bench/results/bench_matrix_latest.json,bench_matrix_cell,pass,2026-04-28T06:20:15Z,7405,ci-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,2,4,2,160.0,67207168,pass,[],pass,[],pass,[],d1ee8f0158c3,1abdb9dfaa55,False,pass,[],unchecked,[]
bench/results/bench_matrix_latest.json,bench_matrix_cell,pass,2026-04-28T06:20:15Z,7405,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,2,4,2,160.0,67207168,pass,[],pass,[],pass,[],d1ee8f0158c3,1abdb9dfaa55,False,pass,[],unchecked,[]
bench/results/bench_matrix_20260428T062013Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T062015Z.json,qemu_prompt,pass,2026-04-28T06:20:15Z,7405,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,2,4,2,160.0,67207168,pass,[],pass,[],pass,[],d1ee8f0158c3,1abdb9dfaa55,False,pass,[],unchecked,[]
bench/results/bench_matrix_20260428T062013Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,qemu_prompt,pass,2026-04-28T06:20:15Z,7405,ci-airgap-smoke,synthetic-smoke,Q8_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d,2,4,2,160.0,67207168,pass,[],pass,[],pass,[],d1ee8f0158c3,1abdb9dfaa55,False,pass,[],unchecked,[]
bench/results/qemu_prompt_bench_20260428T064752Z.json,qemu_prompt,pass,2026-04-28T06:47:52Z,5748,ci-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b9be9bb048be4bf27f179ec73019754dd945d4c113f0a28a4ca266b00b458b85,2,4,2,160.0,67207168,pass,[],pass,[],pass,[],e4311d1fe5fa,1abdb9dfaa55,False,pass,[],unchecked,[]
bench/results/qemu_prompt_bench_latest.json,qemu_prompt,pass,2026-04-28T06:47:52Z,5748,ci-airgap-smoke,synthetic-smoke,Q4_0,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,b9be9bb048be4bf27f179ec73019754dd945d4c113f0a28a4ca266b00b458b85,2,4,2,160.0,67207168,pass,[],pass,[],pass,[],e4311d1fe5fa,1abdb9dfaa55,False,pass,[],unchecked,[]
