generated_at,status,profile,model,quantization,commit,command_sha256,launch_plan_sha256,expected_launch_sequence_sha256,prompt_count,prompt_suite_sha256,prompt_bytes_total,prompt_bytes_min,prompt_bytes_max,expected_token_prompts,expected_tokens_total,warmup,repeat,planned_warmup_launches,planned_measured_launches,planned_total_launches,max_launches,min_prompt_count,image_path,image_exists,image_size_bytes,image_sha256,qemu_args_file_count,command
2026-04-29T17:03:31Z,planned,ci-airgap-smoke,synthetic-smoke,Q4_0,2a6d550dfc92,633b78c56d2f2d5c6739b10ca9b48d66a6bb83328887ac7aceabb4ab48fd1c96,1984f18af8d221fea7e13bfa2403bd87662cb633f728095187b698a10b4f99c5,b2700d55880665cd3be86418a939e5ca949f7df4e2ecc60705a1b3909c9f1f0d,2,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,120,49,71,2,80,1,2,2,4,6,6,2,/tmp/TempleOS.synthetic.img,False,,,0,"[""bench/fixtures/qemu_synthetic_bench.py"",""-nic"",""none"",""-serial"",""stdio"",""-display"",""none"",""-drive"",""file=/tmp/TempleOS.synthetic.img,format=raw,if=ide"",""-m"",""256M""]"
