key,measured_source,generated_at,candidate_dry_run_count,candidate_dry_run_sources
ci-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a/b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d/no-launch-plan/199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,bench/results/bench_matrix_20260428T132709Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T132718Z.json,2026-04-28T13:27:18Z,0,[]
ci-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a/b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d/no-launch-plan/199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,bench/results/bench_matrix_20260428T132709Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,2026-04-28T13:27:18Z,0,[]
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a/b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d/no-launch-plan/199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,bench/results/bench_matrix_20260428T132709Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T132724Z.json,2026-04-28T13:27:24Z,0,[]
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a/b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d/no-launch-plan/199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,bench/results/bench_matrix_20260428T132709Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,2026-04-28T13:27:24Z,0,[]
ci-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a/b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d/no-launch-plan/199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,bench/results/bench_matrix_20260428T133552Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T133553Z.json,2026-04-28T13:35:53Z,0,[]
ci-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a/b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d/no-launch-plan/199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,bench/results/bench_matrix_20260428T133552Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,2026-04-28T13:35:53Z,0,[]
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a/b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d/no-launch-plan/199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,bench/results/bench_matrix_20260428T133552Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T133554Z.json,2026-04-28T13:35:54Z,0,[]
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a/b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d/no-launch-plan/199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,bench/results/bench_matrix_20260428T133552Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,2026-04-28T13:35:54Z,0,[]
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a/e415146c052b9f0baa23706ffde97548f2374f6601337823b4d810c39bed48e7/no-launch-plan/21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d,bench/results/qemu_prompt_bench_20260428T134519Z.json,2026-04-28T13:45:19Z,0,[]
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a/e415146c052b9f0baa23706ffde97548f2374f6601337823b4d810c39bed48e7/no-launch-plan/21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d,bench/results/qemu_prompt_bench_20260428T142810Z.json,2026-04-28T14:28:10Z,0,[]
synthetic-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a/e415146c052b9f0baa23706ffde97548f2374f6601337823b4d810c39bed48e7/no-launch-plan/21a5fe5c0e2f1cbdfbc4f36f4a5326cb6145cbf77763b3401df2b5c1619f420d,bench/results/qemu_prompt_bench_20260428T143901Z.json,2026-04-28T14:39:01Z,0,[]
ci-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a/b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d/no-launch-plan/199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,bench/results/bench_matrix_20260428T143936Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T143938Z.json,2026-04-28T14:39:38Z,0,[]
ci-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a/b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d/no-launch-plan/199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,bench/results/bench_matrix_20260428T143936Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_latest.json,2026-04-28T14:39:38Z,0,[]
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a/b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d/no-launch-plan/199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,bench/results/bench_matrix_20260428T143936Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_20260428T143940Z.json,2026-04-28T14:39:40Z,0,[]
ci-airgap-smoke/synthetic-smoke/Q8_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a/b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d/no-launch-plan/199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,bench/results/bench_matrix_20260428T143936Z/ci-airgap-smoke_synthetic-smoke_Q8_0/qemu_prompt_bench_latest.json,2026-04-28T14:39:40Z,0,[]
ci-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a/b38e17f8fe6b79397ba9c4cb6dc68ad1d24ed501d479195500b1d8eaf615640d/no-launch-plan/199928d2258262b2ca80e491fc637902d45ca3695c316aef71615539bffafad7,bench/results/bench_matrix_20260428T144908Z/ci-airgap-smoke_synthetic-smoke_Q4_0/qemu_prompt_bench_20260428T144909Z.json,2026-04-28T14:49:09Z,0,[]
