source,row,profile,model,quantization,prompt,commit,phase,exit_class,prompt_bytes,guest_prompt_bytes,guest_prompt_bytes_match,prompt_sha256,guest_prompt_sha256,guest_prompt_sha256_match,checks,findings
bench/results/qemu_prompt_bench_latest.json,1,ci-airgap-smoke,synthetic-smoke,Q4_0,smoke-short,a70776642a09,measured,ok,49,49,True,8b1a97085df1b00a3d726b492997598fd4bd640080566602f9de113f29a4e7d4,8b1a97085df1b00a3d726b492997598fd4bd640080566602f9de113f29a4e7d4,True,4,0
bench/results/qemu_prompt_bench_latest.json,2,ci-airgap-smoke,synthetic-smoke,Q4_0,smoke-short,a70776642a09,measured,ok,49,49,True,8b1a97085df1b00a3d726b492997598fd4bd640080566602f9de113f29a4e7d4,8b1a97085df1b00a3d726b492997598fd4bd640080566602f9de113f29a4e7d4,True,4,0
bench/results/qemu_prompt_bench_latest.json,3,ci-airgap-smoke,synthetic-smoke,Q4_0,smoke-code,a70776642a09,measured,ok,71,71,True,587c04a07a905d3852e39d6ac74a8db16c707622e7db66c642ee841caaab9091,587c04a07a905d3852e39d6ac74a8db16c707622e7db66c642ee841caaab9091,True,4,0
bench/results/qemu_prompt_bench_latest.json,4,ci-airgap-smoke,synthetic-smoke,Q4_0,smoke-code,a70776642a09,measured,ok,71,71,True,587c04a07a905d3852e39d6ac74a8db16c707622e7db66c642ee841caaab9091,587c04a07a905d3852e39d6ac74a8db16c707622e7db66c642ee841caaab9091,True,4,0
