source,status,suffix,size_bytes,row_count,max_serial_output_bytes,max_stdout_bytes,max_stderr_bytes,max_stdout_tail_bytes,max_stderr_tail_bytes,max_failure_reason_bytes,stdout_tail_retained_rows,stderr_tail_retained_rows
bench/results/qemu_prompt_bench_latest.json,pass,.json,41827,4,215,215,0,215,0,0,4,0
