source,status,entries,unique_replay_keys,argv_sidecar,argv_sidecar_rows,airgap_ok_entries,measured_rows,launch_plan_entries,findings
bench/results/qemu_replay_manifest_latest.json,pass,1,1,bench/results/qemu_replay_manifest_latest_argv.jsonl,1,1,4,6,0
