source,status,jsonl_path,json_rows,jsonl_rows,compared_fields,compared_values,findings,error
bench/results/qemu_prompt_bench_latest.json,pass,bench/results/qemu_prompt_bench_launches_latest.jsonl,6,6,22,132,0,
