key,source,source_size_bytes,source_mtime_ns,source_sha256,generated_at,status,commit,profile,model,quantization,prompt_suite_source,prompt_suite_sha256,launch_plan_sha256,expected_launch_sequence_sha256,command_sha256,command_argc,qemu_bin,explicit_nic_none,legacy_net_none,airgap_ok,prompt_count,launch_plan_entries,measured_rows
ci-airgap-smoke/synthetic-smoke/Q4_0/68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a/633b78c56d2f2d5c6739b10ca9b48d66a6bb83328887ac7aceabb4ab48fd1c96,bench/results/qemu_prompt_bench_latest.json,41827,1777676652113050667,99470a855dffe58207e7e949cac666d532b87d2191a69fc668ab5660a2414fda,2026-05-01T23:04:12Z,pass,a70776642a09,ci-airgap-smoke,synthetic-smoke,Q4_0,bench/prompts/smoke.jsonl,68fc621f9f3916e73aa05b83ba0fa8da9f3cffad22a1c29f5acf8980d8dd743a,1984f18af8d221fea7e13bfa2403bd87662cb633f728095187b698a10b4f99c5,b2700d55880665cd3be86418a939e5ca949f7df4e2ecc60705a1b3909c9f1f0d,633b78c56d2f2d5c6739b10ca9b48d66a6bb83328887ac7aceabb4ab48fd1c96,11,bench/fixtures/qemu_synthetic_bench.py,True,False,True,2,6,4
